,1.0,1.02,1.1,1.11,1.2,Lite 1.30,1.3,1.4,1.51,1.6,1.7,1.80,1.93,2.00,2.111,SZ 2017,GDW 2019,SZ 2022,2.2
256,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
257,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
258,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
259,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
260,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
261,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
262,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
263,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
264,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
265,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
266,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
267,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
268,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
269,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
270,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
271,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
272,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
273,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
274,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
275,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
276,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
277,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
278,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
279,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
280,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
281,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
282,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
283,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
284,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
285,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
286,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
287,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
288,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
289,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
290,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
291,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
292,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
293,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
294,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
295,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
296,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
297,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
298,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
299,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
300,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
301,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
302,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
303,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
304,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
305,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
306,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
307,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
308,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
309,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
310,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
311,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
312,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
313,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
314,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
315,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
316,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
317,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
318,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
319,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
320,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
321,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
322,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
323,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
324,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
325,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
326,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
327,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
328,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
329,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
330,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
331,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
332,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
333,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
334,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
335,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
336,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
337,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
338,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
339,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
340,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
341,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
342,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
343,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
344,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
345,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
346,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
347,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
348,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
349,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,yes,yes
350,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
351,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,yes,yes
352,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
353,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
354,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
355,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
356,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
357,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
358,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
359,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
360,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
361,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
362,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
363,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
364,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
365,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
366,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
367,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
368,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
369,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
370,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
371,no,no,no,no,no,no,no,no,no,no,no,hidden,hidden,hidden,yes,yes,yes,yes,yes
372,no,no,no,no,no,no,no,no,no,no,no,hidden,hidden,hidden,yes,yes,yes,yes,yes
373,no,no,no,no,no,no,no,no,no,no,no,hidden,hidden,hidden,yes,yes,yes,yes,yes
374,no,no,no,no,no,no,no,no,no,no,no,hidden,hidden,hidden,yes,yes,yes,yes,yes
375,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
376,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
377,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
378,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
379,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
380,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
381,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
382,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
383,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
384,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
385,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
386,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
387,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
388,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
389,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
390,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
391,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
392,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
393,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
394,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
395,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
396,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
397,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
398,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
399,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
400,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
401,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
402,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
403,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
404,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
405,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
406,no,no,no,no,no,no,no,no,no,no,no,hidden,hidden,yes,yes,yes,yes,yes,yes
407,no,no,no,no,no,no,no,no,no,no,no,hidden,hidden,yes,yes,yes,yes,yes,yes
408,no,no,no,no,no,no,no,no,no,no,no,hidden,hidden,yes,yes,yes,yes,yes,yes
409,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
410,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
411,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
412,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
413,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
414,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
415,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
416,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
417,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
418,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
419,no,no,no,no,no,no,no,no,no,no,no,hidden,hidden,yes,yes,yes,yes,yes,yes
420,no,no,no,no,no,no,no,no,no,no,no,hidden,hidden,yes,yes,yes,yes,yes,yes
421,no,no,no,no,no,no,no,no,no,no,no,hidden,hidden,yes,hidden,hidden,hidden,hidden,hidden
422,no,no,no,no,no,no,no,no,no,no,no,hidden,hidden,yes,hidden,hidden,hidden,hidden,hidden
423,no,no,no,no,no,no,no,no,no,no,no,hidden,no,no,no,no,no,no,no
424,no,no,no,no,no,no,no,no,no,no,no,hidden,no,no,no,no,no,no,no
425,no,no,no,no,no,no,no,no,no,no,no,hidden,no,no,no,no,no,no,no
426,no,no,no,no,no,no,no,no,no,no,no,hidden,no,no,no,no,no,no,no
427,no,no,no,no,no,no,no,no,no,no,no,hidden,no,no,no,no,no,no,no
428,no,no,no,no,no,no,no,no,no,no,no,hidden,no,no,no,no,no,no,no
429,no,no,no,no,no,no,no,no,no,no,no,hidden,no,no,no,no,no,no,no
430,no,no,no,no,no,no,no,no,no,no,no,hidden,no,no,no,no,no,no,no
431,no,no,no,no,no,no,no,no,no,no,no,hidden,no,no,no,no,no,no,no
432,no,no,no,no,no,no,no,no,no,no,no,hidden,no,no,no,no,no,no,no
433,no,no,no,no,no,no,no,no,no,no,no,hidden,no,no,no,no,no,no,no
434,no,no,no,no,no,no,no,no,no,no,no,hidden,no,no,no,no,no,no,no
435,no,no,no,no,no,no,no,no,no,no,no,hidden,no,no,no,no,no,no,no
436,no,no,no,no,no,no,no,no,no,no,no,hidden,no,no,no,no,no,no,no
437,no,no,no,no,no,no,no,no,no,no,no,hidden,no,no,no,no,no,no,no
438,no,no,no,no,no,no,no,no,no,no,no,hidden,no,no,no,no,no,no,no
439,no,no,no,no,no,no,no,no,no,no,no,hidden,no,no,no,no,no,no,no
440,no,no,no,no,no,no,no,no,no,no,no,hidden,no,no,no,no,no,no,no
441,no,no,no,no,no,no,no,no,no,no,no,hidden,no,no,no,no,no,no,no
442,no,no,no,no,no,no,no,no,no,no,no,hidden,no,no,no,no,no,no,no
443,no,no,no,no,no,no,no,no,no,no,no,hidden,no,no,no,no,no,no,no
444,no,no,no,no,no,no,no,no,no,no,no,hidden,no,no,no,no,no,no,no
445,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
446,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
447,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
448,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
449,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
450,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
451,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
452,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
453,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
454,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
455,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
456,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
457,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
458,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
459,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
460,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
461,no,no,no,no,no,no,no,no,no,no,no,yes,hidden,hidden,hidden,hidden,hidden,hidden,hidden
462,no,no,no,no,no,no,no,no,no,no,no,yes,hidden,hidden,hidden,hidden,hidden,hidden,hidden
463,no,no,no,no,no,no,no,no,no,no,no,yes,hidden,hidden,hidden,hidden,hidden,hidden,hidden
464,no,no,no,no,no,no,no,no,no,no,no,yes,hidden,hidden,hidden,hidden,hidden,hidden,hidden
465,no,no,no,no,no,no,no,no,no,no,no,yes,hidden,hidden,hidden,hidden,hidden,hidden,hidden
466,no,no,no,no,no,no,no,no,no,no,no,yes,hidden,hidden,hidden,hidden,hidden,hidden,hidden
467,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
468,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
469,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
470,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
471,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
472,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
473,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
474,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
475,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
476,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
477,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
478,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
479,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
480,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
481,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
482,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
483,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
484,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
485,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
486,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
487,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
488,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
489,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
490,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
491,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
492,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
493,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hidden,hidden,hidden,hidden,hidden
494,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
495,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
496,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
497,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
498,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
499,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
500,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
501,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
502,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
503,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
504,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
505,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
506,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
507,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
508,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
509,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
510,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
511,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
512,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
513,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
514,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
515,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
516,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
517,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
518,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
519,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
520,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
521,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
522,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
523,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
524,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
525,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
526,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
527,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
528,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
529,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
530,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
531,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
532,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
533,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
534,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
535,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
536,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
537,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
538,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
539,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
540,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
541,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
542,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
543,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
544,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
545,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
546,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
547,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
548,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
549,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
550,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
551,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
552,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
553,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
